"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test health check when mock supply is enabled.","4","test_health_with_mock_supply_enabled","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestHealthEndpointMockSupply","test_endpoints","",""
"Test that GET /otp/sales-orders/{id} endpoint is registered and not 404.","5","test_sales_order_details_endpoint_exists_and_not_404","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","","test_sales_order_details_endpoint","",""
"Test that settings loads with default values.","0","test_settings_loads_defaults","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestSettingsConfiguration","test_config","",""
"Verify endpoint appears in OpenAPI schema.","2","test_sales_orders_is_in_openapi","tests.api","Fri Feb 06 10:21:36 UTC 2026","passed","Fri Feb 06 10:21:36 UTC 2026","","test_sales_orders_endpoint","",""
"Test that context manager properly enters and exits.","1","test_context_manager_enter_exit","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestERPNextClientContextManager","test_erpnext_client","",""
"Test handling of decimal quantity values.","5","test_get_stock_decimal_values","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that health check version matches app version.","4","test_health_check_version_consistency","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestHealthCheckResponseModel","test_main","",""
"Test that custom field failure is handled gracefully.","2","test_custom_field_failure_handled_gracefully","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestApplyServiceErrorHandling","test_apply_service","",""
"Test: Item override has highest priority in hierarchy.","0","test_processing_lead_time_hierarchy_item_beats_all","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test that unexpected exceptions are propagated (or handled if not wrapped).","1","test_get_available_stock_exception_handled","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestStockServiceGetAvailableStock","test_stock_service","",""
"Test successful stock retrieval.","1","test_get_available_stock_success","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestStockServiceGetAvailableStock","test_stock_service","",""
"Test that OpenAPI schema is available.","117","test_openapi_schema_available","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestAppSetup","test_main","",""
"Test scrap and reject warehouses are NOT_AVAILABLE.","0","test_scrap_reject_pattern","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Test: Insufficient supply → LOW confidence, has shortage.","0","test_promise_shortage","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestPromiseService","test_promise_service","",""
"Test that raw data is returned when not wrapped in 'data' field.","2","test_returns_raw_data_when_no_wrapper","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestERPNextClientSuccessfulResponses","test_erpnext_client","",""
"Test health check returns healthy when ERPNext is connected.","6","test_health_check_success_when_erpnext_connected","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestHealthCheckEndpoint","test_main","",""
"Test PO response when response is not a list (handles gracefully).","2","test_incoming_po_non_list_response_handled","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestERPNextClientPurchaseOrders","test_erpnext_client","",""
"Test that quantity values are converted to float.","4","test_get_stock_response_type_conversion","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Stock in Stores should be available immediately.","0","test_sellable_warehouse_available_immediately","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Test generic Exception handling in apply_promise.","25","test_apply_promise_generic_exception","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test material request creation with empty items list.","1","test_empty_items_list_material_request","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestApplyServiceEdgeCases","test_apply_service","",""
"Test that ERPNext errors are handled.","1","test_get_available_stock_erpnext_error_handled","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestStockServiceGetAvailableStock","test_stock_service","",""
"Test sales order list with direct list response.","2","test_sales_order_list_direct_response","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestERPNextClientSalesOrderList","test_erpnext_client","",""
"Test that ERPNext 404 errors are mapped to HTTP 404.","4","test_404_error_mapped_correctly","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestERPNextErrorMapping","test_endpoints","",""
"Test generic exception handling in get_sales_order_detail.","5","test_get_sales_order_detail_generic_exception","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test that unhandled exceptions return 500 status.","55","test_global_exception_handler_returns_500","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestGlobalExceptionHandler","test_main","",""
"Test: LATEST_ACCEPTABLE mode when promise <= desired_date (on time).","1","test_latest_acceptable_on_time","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test that 502 Bad Gateway error raises ERPNextClientError.","2","test_handles_502_bad_gateway_error","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestERPNextClientHTTPErrors","test_erpnext_client","",""
"Test that negative reserved qty doesn't cause issues.","1","test_negative_reserved_qty_handled","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test that None rules defaults to PromiseRules().","1","test_calculate_promise_with_none_rules","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestPromiseServiceEdgeCases","test_promise_service","",""
"Test 405 method not allowed response format.","4","test_405_method_not_allowed_format","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestErrorResponseFormats","test_main","",""
"Test that limit is clamped to maximum of 100.","4","test_sales_orders_limit_clamped_to_100","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestSalesOrderListFilters","test_endpoints","",""
"Test applying promise with different confidence levels.","2","test_apply_promise_with_all_confidence_levels","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestApplyServiceEdgeCases","test_apply_service","",""
"Test that permission errors are flagged with access_error.","1","test_get_incoming_supply_permission_error_handled","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestStockServiceGetIncomingSupply","test_stock_service","",""
"Test that invalid JSON raises ERPNextClientError.","2","test_handles_invalid_json_response","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestERPNextClientMalformedResponses","test_erpnext_client","",""
"Test ERPNext connection configuration exists.","0","test_settings_erpnext_connection_config","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test 502 when ERPNext returns other error.","4","test_get_stock_erpnext_502_error","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that important string fields are not empty.","0","test_settings_string_fields_not_empty","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestSettingsPydanticValidation","test_config","",""
"Expand group warehouse with no children defined.","0","test_expand_group_no_children","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test stock retrieval for same item in different warehouses.","8","test_get_stock_multiple_warehouses","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test: Desired date set and promise meets it → on_time=True.","1","test_desired_date_on_time","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestPromiseService","test_promise_service","",""
"next_working_day from Saturday should return Sunday.","1","test_next_working_day_from_saturday","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestCalendarUtilities","test_calendar_workweek","",""
"Test that item warehouse is used as fallback.","4","test_sales_order_details_uses_item_warehouse_fallback","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestSalesOrderDetailsEndpointDefaultsHandling","test_endpoints","",""
"Test that startup event logs environment information.","2","test_startup_event_logs_environment","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestStartupAndShutdownEvents","test_main","",""
"Test 422 when item_code parameter is missing.","2","test_get_stock_missing_item_code","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test response with negative available stock (over-reserved).","4","test_get_stock_negative_available","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that redoc endpoint is available.","2","test_redoc_endpoint_available","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestAppSetup","test_main","",""
"Test that deployment environment can be configured.","0","test_settings_deployment_environments","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test that ERPNext 404 maps to 404 response.","5","test_sales_order_details_returns_404_on_missing","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","","test_sales_order_details_endpoint","",""
"Test: IN_TRANSIT warehouse stock is ignored.","1","test_warehouse_in_transit_ignored","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestPromiseService","test_promise_service","",""
"Test successful stock retrieval for valid item + warehouse.","4","test_get_stock_success","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test sales order list when wrapped in 'data' field.","2","test_sales_order_list_with_data_wrapper","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestERPNextClientSalesOrderList","test_erpnext_client","",""
"Test: When no desired_date, on_time should be None.","0","test_no_desired_date_provided","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Promise date should never land on Friday or Saturday.","0","test_promise_date_never_weekend","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"
    Test that GET /otp/sales-orders endpoint is registered and not 404.
    Verifies endpoint is properly exposed in FastAPI.
    ","4","test_sales_orders_endpoint_exists_and_not_404","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","","test_sales_orders_endpoint","",""
"All Warehouses should be GROUP.","0","test_group_warehouses","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Stock in Goods In Transit should NOT be available immediately.","0","test_in_transit_stock_not_available_now","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Test that /otp/sales-orders/{sales_order_id} endpoint is registered.","3","test_sales_order_details_endpoint_registered","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestEndpointRegistration","test_main","",""
"Test that 'message' field in response is properly unwrapped.","2","test_unwraps_message_field_in_response","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestERPNextClientSuccessfulResponses","test_erpnext_client","",""
"
    CRITICAL: Verify doctype is NOT sent in query params.
    ERPNext get_list() fails if doctype is passed both in URL and params.
    ","6","test_erpnext_client_does_not_send_doctype_twice","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","","test_sales_orders_endpoint","",""
"Test: NO_EARLY_DELIVERY mode when promise < desired_date (adjust to desired).","1","test_no_early_delivery_promise_earlier","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test: Warehouse override has higher priority than rule-level override.","1","test_processing_lead_time_rule_override","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test that settings instance is globally accessible.","0","test_settings_is_singleton_like","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestGlobalSettingsInstance","test_config","",""
"Friday and Saturday should be weekend days.","0","test_is_working_day_friday_saturday_weekend","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestCalendarUtilities","test_calendar_workweek","",""
"Detect group warehouses correctly.","0","test_is_group_warehouse","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Filter warehouses by type.","1","test_filter_available_warehouses","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test: on_time flag changes when stock/supply changes relative to desired_date.","0","test_dynamic_recalculation_with_desired_date","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test: LATEST_ACCEPTABLE mode when promise > desired_date (late).","1","test_latest_acceptable_late","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test health check returns degraded when ERPNext is disconnected.","4","test_health_check_degraded_when_erpnext_disconnected","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestHealthCheckEndpoint","test_main","",""
"Adding working days within same week.","1","test_add_working_days_within_week","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestCalendarUtilities","test_calendar_workweek","",""
"Stores-type warehouses should be SELLABLE.","0","test_sellable_warehouses","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Test that shutdown event handler is configured.","1","test_shutdown_event_configured","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestStartupShutdownEvents","test_main","",""
"Test applying promise with both comment and custom field.","1","test_apply_promise_with_both_actions","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestApplyServiceSuccessPath","test_apply_service","",""
"Test that shutdown event logs shutdown message.","2","test_shutdown_event_logs_message","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestStartupAndShutdownEvents","test_main","",""
"WIP and rejected warehouses should be NOT_AVAILABLE.","1","test_not_available_warehouses","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Test that OTP router endpoints are accessible.","3","test_otp_router_included","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestRouterInclusion","test_main","",""
"Test response matches required schema - plain array of items.","4","test_sales_orders_response_format_matches_contract","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","","test_sales_orders_endpoint","",""
"Test ERPNextClientError handling in apply_promise.","23","test_apply_promise_erpnext_error","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test that PO data is transformed to expected format.","1","test_transforms_po_data_correctly","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestStockServiceDataTransformation","test_stock_service","",""
"Test that ERPNext error responses with 'exc_type' field raise ERPNextClientError.","2","test_handles_erpnext_error_exc_type_field","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestERPNextClientMalformedResponses","test_erpnext_client","",""
"Test that ERPNext error responses with 'exception' field raise ERPNextClientError.","2","test_handles_erpnext_error_exception_field","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestERPNextClientMalformedResponses","test_erpnext_client","",""
"Unmapped warehouses should match by pattern.","0","test_pattern_matching","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Test health check exception handling.","2","test_health_check_with_exception","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test basic endpoint format.","0","test_sales_orders_empty_list_format","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestSalesOrdersEndpointEmptyResults","test_endpoints","",""
"Test empty warehouse name defaults to SELLABLE.","0","test_empty_warehouse_name","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Test all query parameters are correctly passed to client.","5","test_query_params_mapping","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:36 UTC 2026","","test_sales_orders_endpoint","",""
"Test that missing required fields return 422.","24","test_promise_missing_required_field_returns_422","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestPromiseEndpointErrorHandling","test_endpoints","",""
"Test incoming supply with no POs.","1","test_get_incoming_supply_empty","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestStockServiceGetIncomingSupply","test_stock_service","",""
"Test that POs without schedule_date are skipped.","0","test_skips_pos_without_schedule_date","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test that lead time buffer is non-negative.","0","test_settings_lead_time_non_negative","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestSettingsPydanticValidation","test_config","",""
"Test that test credentials are configured.","0","test_settings_test_credentials_available","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test: Processing lead time applied to PO delivery dates.","0","test_processing_lead_time_with_po","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Reasons should mention weekend adjustment.","0","test_weekend_adjustment_reason_included","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestPromiseCalculationWithCalendar","test_calendar_workweek","",""
"Test health check returns False on error.","1","test_health_check_failure_on_error","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestERPNextClientHealthCheck","test_erpnext_client","",""
"Test that /otp/apply endpoint is registered.","2","test_apply_endpoint_registered","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestEndpointRegistration","test_main","",""
"Test error when sales order doesn't exist.","1","test_sales_order_not_found_returns_error","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestApplyServiceErrorHandling","test_apply_service","",""
"Expand list with group warehouse.","0","test_expand_warehouse_list_with_group","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test: Warehouse classified as NEEDS_PROCESSING adds extra day.","0","test_warehouse_needs_processing","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestPromiseService","test_promise_service","",""
"Test: Default processing lead time (1 day) is applied.","0","test_processing_lead_time_default","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"NEEDS_PROCESSING warehouse reason.","0","test_needs_processing_reason","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestWarehouseAvailabilityReasons","test_warehouse_handling","",""
"Test that empty results are returned correctly.","4","test_empty_response","tests.api","Fri Feb 06 10:21:36 UTC 2026","passed","Fri Feb 06 10:21:36 UTC 2026","","test_sales_orders_endpoint","",""
"Expand list without deduplication keeps duplicates.","1","test_expand_no_deduplicate","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test that no stock fetch occurs when warehouse is missing.","4","test_sales_order_details_no_warehouse_no_stock_fetch","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestSalesOrderDetailsEndpointStockDataHandling","test_endpoints","",""
"Test response with zero stock values.","4","test_get_stock_zero_values","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that promise endpoint is registered.","0","test_promise_endpoint_exists","tests.api","Fri Feb 06 10:21:35 UTC 2026","passed","Fri Feb 06 10:21:35 UTC 2026","TestPromiseEndpointSuccessPath","test_endpoints","",""
"Test that other errors are flagged with other_error.","1","test_get_incoming_supply_other_error_handled","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestStockServiceGetIncomingSupply","test_stock_service","",""
"Adding working days across multiple weeks.","0","test_add_working_days_multiple_weeks","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestCalendarUtilities","test_calendar_workweek","",""
"Test bin details returns default values when empty.","2","test_bin_details_returns_defaults_when_empty","tests.unit","Fri Feb 06 10:21:32 UTC 2026","passed","Fri Feb 06 10:21:32 UTC 2026","TestERPNextClientBinDetails","test_erpnext_client","",""
"Test: Promise date adjusted to skip weekends (Fri-Sat).","1","test_skip_weekends","tests.unit","Fri Feb 06 10:21:33 UTC 2026","passed","Fri Feb 06 10:21:33 UTC 2026","TestPromiseService","test_promise_service","",""
