"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test: on_time flag changes when stock/supply changes relative to desired_date.","1","test_dynamic_recalculation_with_desired_date","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Reasons should mention weekend adjustment.","0","test_weekend_adjustment_reason_included","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestPromiseCalculationWithCalendar","test_calendar_workweek","",""
"Test that available_qty is calculated as actual - reserved.","1","test_calculates_available_qty_correctly","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestStockServiceDataTransformation","test_stock_service","",""
"Test PO response transformation, empty list, and non-list response.","122","test_incoming_po_various_responses","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestERPNextClientPurchaseOrders","test_erpnext_client","",""
"Test: When no desired_date, on_time should be None.","0","test_no_desired_date_provided","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Reasons should explain warehouse-based decisions including GROUP warehouse handling.","0","test_reasons_explain_warehouse_decisions","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Test that shutdown event handler is configured.","1","test_shutdown_event_configured","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestStartupShutdownEvents","test_main","",""
"Test that ERPNext errors return 502 Bad Gateway, not 503.","5","test_erpnext_error_returns_502_not_503","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","","test_sales_orders_endpoint","",""
"Test that supply is filtered by after_date parameter.","1","test_filters_supply_by_after_date","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test that different warehouses make separate calls.","1","test_different_warehouses_separate_calls","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestStockServiceMultipleWarehouseScenarios","test_stock_service","",""
"Test: Partial from stock, rest from PO → MEDIUM confidence.","0","test_promise_partial_stock","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestPromiseService","test_promise_service","",""
"If today is Friday, base_date should be Sunday when no_weekends=True.","1","test_base_date_friday_moves_to_sunday","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestPromiseCalculationWithCalendar","test_calendar_workweek","",""
"Test _parse_po_row_from_row with enriched and standard columns.","0","test_parse_po_row_from_row_all_cases","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestMockSupplyServiceParsing","test_mock_supply_service","",""
"Expand list with no groups returns same list.","0","test_expand_warehouse_list_no_groups","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test handling of missing qty fields in ERPNext response.","4","test_get_stock_missing_qty_fields","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test get_available_stock when no warehouse is specified.","0","test_get_available_stock_no_warehouse_parameter","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestStockServiceGetAvailableStock","test_stock_service","",""
"Test: Promise date changes when stock availability changes.","0","test_dynamic_recalculation_stock_change","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test applying promise with both comment and custom field.","2","test_apply_promise_with_both_actions","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestApplyServiceSuccessPath","test_apply_service","",""
"Test successful incoming supply retrieval.","1","test_get_incoming_supply_success","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestStockServiceGetIncomingSupply","test_stock_service","",""
"Test that ERPNext 404 maps to 404 response.","4","test_sales_order_details_returns_404_on_missing","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","","test_sales_order_details_endpoint","",""
"Test case-insensitive lookup and PO sorting.","1","test_case_insensitive_and_sorting","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestMockSupplyService","test_mock_supply_service","",""
"Test handling of very large quantities.","1","test_very_large_quantities","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test 404 when ERPNext returns 404 error.","8","test_get_stock_erpnext_404_error","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that close method doesn't close the shared global client.","23","test_close_method","tests.unit","Tue Feb 10 09:36:04 UTC 2026","passed","Tue Feb 10 09:36:04 UTC 2026","TestERPNextClientContextManager","test_erpnext_client","",""
"Test basic endpoint format.","1","test_sales_orders_empty_list_format","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestSalesOrdersEndpointEmptyResults","test_endpoints","",""
"Test successful material request creation.","1","test_create_material_request_success","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestApplyServiceCreateMaterialRequest","test_apply_service","",""
"Test that promise endpoint is registered.","0","test_promise_endpoint_exists","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestPromiseEndpointSuccessPath","test_endpoints","",""
"Test get_sales_order_list with various parameter combinations.","23","test_get_sales_order_list_with_parameters[None-None-None-2024-02-01-None-10-0]","tests.unit","Tue Feb 10 09:36:07 UTC 2026","passed","Tue Feb 10 09:36:07 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test: NO_EARLY_DELIVERY mode when promise < desired_date (adjust to desired).","1","test_no_early_delivery_promise_earlier","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test: Options (split_shipment, expedite_po) generated when promise misses desired_date.","0","test_options_generated_when_late","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test ERPNext connection configuration exists.","0","test_settings_erpnext_connection_config","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test warehouse-related settings.","0","test_settings_warehouse_configuration","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test 422 when warehouse parameter is missing.","2","test_get_stock_missing_warehouse","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test: Item override has highest priority in hierarchy.","0","test_processing_lead_time_hierarchy_item_beats_all","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test that negative reserved qty doesn't cause issues.","1","test_negative_reserved_qty_handled","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test: NO_EARLY_DELIVERY mode when promise > desired_date (late, not adjusted).","0","test_no_early_delivery_promise_later","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test successful stock retrieval for valid item + warehouse.","5","test_get_stock_success","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that ERPNext errors are handled.","3","test_get_available_stock_erpnext_error_handled","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestStockServiceGetAvailableStock","test_stock_service","",""
"Test generic Exception handling in calculate_promise.","27","test_calculate_promise_generic_exception","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Filter warehouses by type.","1","test_filter_available_warehouses","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test response matches required schema.","4","test_sales_order_details_response_format_matches_contract","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","","test_sales_order_details_endpoint","",""
"Test that endpoints return 422 for validation errors.","27","test_endpoint_validation_errors[/otp/procurement-suggest-request_data2-422-None]","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestRoutesErrorHandling","test_main","",""
"Test material request creation with priority.","1","test_create_material_request_with_priority","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestApplyServiceCreateMaterialRequest","test_apply_service","",""
"Test health check when mock supply is enabled.","3","test_health_with_mock_supply_enabled","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestHealthEndpointMockSupply","test_endpoints","",""
"Test response matches required schema - plain array of items.","5","test_sales_orders_response_format_matches_contract","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","","test_sales_orders_endpoint","",""
"Test that get_controller uses MockSupplyService when enabled.","2","test_get_controller_with_mock_supply_enabled","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestRoutesDependencyInjection","test_main","",""
"Test that httpx.ReadTimeout is properly retried and raises RetryError.","3024","test_timeout_exception_handling","tests.unit","Tue Feb 10 09:36:04 UTC 2026","passed","Tue Feb 10 09:36:07 UTC 2026","TestERPNextClientTimeoutException","test_erpnext_client","",""
"Test: Multiple items, promise is max of all item dates.","1","test_multi_item_promise","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestPromiseService","test_promise_service","",""
"Test that demo_data router endpoints are accessible.","3","test_demo_data_router_included","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestRouterInclusion","test_main","",""
"Test that context manager properly enters and exits.","22","test_context_manager_enter_exit","tests.unit","Tue Feb 10 09:36:04 UTC 2026","passed","Tue Feb 10 09:36:04 UTC 2026","TestERPNextClientContextManager","test_erpnext_client","",""
"Test 405 method not allowed response format.","4","test_405_method_not_allowed_format","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestErrorResponseFormats","test_main","",""
"Test that startup event logs environment information.","2","test_startup_event_logs_environment","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestStartupAndShutdownEvents","test_main","",""
"Test _parse_stock_row with valid and invalid data.","1","test_parse_stock_rows_edge_cases","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestMockSupplyServiceParsing","test_mock_supply_service","",""
"Test response with zero stock values.","5","test_get_stock_zero_values","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test: PO data access denied due to permissions → handles gracefully.","1","test_po_access_permission_denied","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestPromiseService","test_promise_service","",""
"Test that comment failure doesn't stop other actions.","1","test_comment_failure_continues_with_warning","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestApplyServiceErrorHandling","test_apply_service","",""
"Test custom warehouse classifications and finished goods/scrap.","0","test_custom_classifications","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Expand group warehouse with no children defined.","1","test_expand_group_no_children","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test that settings instance is globally accessible.","0","test_settings_is_singleton_like","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestGlobalSettingsInstance","test_config","",""
"Test material request with single item.","2","test_material_request_with_single_item","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestApplyServiceEdgeCases","test_apply_service","",""
"Verify endpoint appears in OpenAPI schema.","3","test_sales_orders_is_in_openapi","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","","test_sales_orders_endpoint","",""
"Test response unwrapping for data, message, and raw responses.","70","test_response_unwrapping","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestERPNextClientSuccessfulResponses","test_erpnext_client","",""
"Test get_sales_order_list with various parameter combinations.","23","test_get_sales_order_list_with_parameters[None-None-None-None-None-50-100]","tests.unit","Tue Feb 10 09:36:07 UTC 2026","passed","Tue Feb 10 09:36:07 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test bin details with wrapped data, empty response, and direct list.","69","test_bin_details_various_responses","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestERPNextClientBinDetails","test_erpnext_client","",""
"Test that GROUP warehouse triggers warning in _build_item_plan.","23","test_group_warehouse_passed_to_build_item_plan","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestGroupWarehouseWarning","test_additional_coverage","",""
"Test that validation errors return 422.","26","test_apply_validation_error_returns_422","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestApplyEndpointErrorHandling","test_endpoints","",""
"Stock in Goods In Transit should NOT be available immediately.","0","test_in_transit_stock_not_available_now","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Verify endpoint appears in OpenAPI schema.","123","test_sales_order_details_is_in_openapi","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","","test_sales_order_details_endpoint","",""
"Test successful health check and circuit breaker operations.","23","test_health_check_success","tests.unit","Tue Feb 10 09:36:04 UTC 2026","passed","Tue Feb 10 09:36:04 UTC 2026","TestERPNextClientHealthCheck","test_erpnext_client","",""
"Test loading CSV and various queries.","1","test_with_existing_csv_and_queries","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestMockSupplyService","test_mock_supply_service","",""
"Test that health check response has all required fields.","7","test_health_check_response_has_all_fields","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestHealthCheckResponseModel","test_main","",""
"Stock in Work In Progress should be ignored.","1","test_wip_stock_ignored","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"PO arriving on Friday or Saturday should be adjusted to Sunday.","1","test_po_arrival_weekend_adjustment","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestIncomingSupplyWeekendAdjustment","test_calendar_workweek","",""
"Test applying promise with custom field only.","1","test_apply_promise_with_custom_field_only","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestApplyServiceSuccessPath","test_apply_service","",""
"Test updating a custom field on Sales Order.","23","test_update_custom_field","tests.unit","Tue Feb 10 09:36:04 UTC 2026","passed","Tue Feb 10 09:36:04 UTC 2026","TestERPNextClientUpdateCustomField","test_erpnext_client","",""
"Expand list with group warehouse.","0","test_expand_warehouse_list_with_group","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test get_sales_order_list with various parameter combinations.","23","test_get_sales_order_list_with_parameters[CUST-001-Draft-2024-01-01-2024-02-01-SO--100-50]","tests.unit","Tue Feb 10 09:36:07 UTC 2026","passed","Tue Feb 10 09:36:07 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test that non-404 ERPNext errors are mapped to 502.","4","test_non_404_error_mapped_to_502","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestERPNextErrorMapping","test_endpoints","",""
"Test _safe_float with all data types and edge cases.","0","test_safe_float_conversion","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestMockSupplyServiceParsing","test_mock_supply_service","",""
"Processing lead time should count only working days.","1","test_processing_lead_time_counts_working_days","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestPromiseCalculationWithCalendar","test_calendar_workweek","",""
"Test: no_weekends=False allows weekend delivery dates.","0","test_no_weekends_false","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestPromiseService","test_promise_service","",""
"Test validation on procurement suggest endpoint.","28","test_procurement_suggest_validation","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestProcurementSuggestEndpoint","test_endpoints","",""
"Test scrap and reject warehouses are NOT_AVAILABLE.","0","test_scrap_reject_pattern","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Promise date must never land on Friday or Saturday.","0","test_promise_date_never_weekend","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestPromiseCalculationWithCalendar","test_calendar_workweek","",""
"Test health check when stock balance check raises exception.","4","test_health_exception_during_stock_balance_check","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestHealthEndpointMockSupply","test_endpoints","",""
"Test that stock metrics are optional (backward compatibility).","5","test_sales_order_details_stock_metrics_are_optional","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","","test_sales_order_details_endpoint","",""
"Test get_controller branch with mock supply enabled.","1","test_get_controller_with_mock_supply","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Expand list and remove duplicates.","1","test_expand_warehouse_list_deduplicate","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test: Item-specific processing lead time overrides warehouse override.","1","test_processing_lead_time_item_override","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test that test credentials are configured.","1","test_settings_test_credentials_available","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test next_working_day from various starting days.","0","test_next_working_day_scenarios","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestCalendarUtilities","test_calendar_workweek","",""
"Test that all query filters are passed to ERPNext client.","8","test_sales_orders_with_all_filters","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestSalesOrderListFilters","test_endpoints","",""
"Test that lead time buffer is non-negative.","0","test_settings_lead_time_non_negative","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestSettingsPydanticValidation","test_config","",""
"Test response with negative available stock (over-reserved).","4","test_get_stock_negative_available","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test applying promise with comment only.","1","test_apply_promise_with_comment_only","tests.unit","Tue Feb 10 09:36:03 UTC 2026","passed","Tue Feb 10 09:36:03 UTC 2026","TestApplyServiceSuccessPath","test_apply_service","",""
"Test 400 when item_code is empty string.","3","test_get_stock_empty_item_code","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that OTPController.create_procurement_suggestion properly delegates to apply_service.","1","test_create_procurement_suggestion_controller_method","tests.unit","Tue Feb 10 09:36:10 UTC 2026","passed","Tue Feb 10 09:36:10 UTC 2026","TestOTPControllerIntegration","test_main","",""
"Test: Warehouse override has higher priority than rule-level override.","1","test_processing_lead_time_rule_override","tests.unit","Tue Feb 10 09:36:11 UTC 2026","passed","Tue Feb 10 09:36:11 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test 404 when item doesn't exist in warehouse.","4","test_get_stock_item_not_found","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that set_warehouse is used for defaults.","4","test_sales_order_details_uses_set_warehouse","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","TestSalesOrderDetailsEndpointDefaultsHandling","test_endpoints","",""
"Test all query parameters are correctly passed to client.","5","test_query_params_mapping","tests.api","Tue Feb 10 09:36:13 UTC 2026","passed","Tue Feb 10 09:36:13 UTC 2026","","test_sales_orders_endpoint","",""
