"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test circuit breaker transitions to half-open and recovers.","1","test_circuit_breaker_half_open_recovery","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestCircuitBreakerHalfOpen","test_additional_coverage","",""
"Test _safe_float with all data types and edge cases.","1","test_safe_float_conversion","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestMockSupplyServiceParsing","test_mock_supply_service","",""
"Test: Partial from stock, rest from PO → MEDIUM confidence.","1","test_promise_partial_stock","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestPromiseService","test_promise_service","",""
"Test: Options (split_shipment, expedite_po) generated when promise misses desired_date.","1","test_options_generated_when_late","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test get_sales_order_list with various parameter combinations.","2","test_get_sales_order_list_with_parameters[None-None-2024-01-01-None-None-10-0]","tests.unit","Sun Feb 08 12:00:06 UTC 2026","passed","Sun Feb 08 12:00:06 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Cutoff on Thursday should add 1 working day (skip to Sunday).","0","test_cutoff_on_thursday_adds_working_day","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestCutoffRuleWithCalendar","test_calendar_workweek","",""
"Test handling of non-standard response formats.","4","test_response_edge_cases","tests.unit","Sun Feb 08 12:00:06 UTC 2026","passed","Sun Feb 08 12:00:06 UTC 2026","TestERPNextClientResponseEdgeCases","test_erpnext_client","",""
"Test health check exception handling.","3","test_health_check_with_exception","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test health check handles exceptions gracefully.","3","test_health_check_handles_exception","tests.unit","Sun Feb 08 12:00:06 UTC 2026","passed","Sun Feb 08 12:00:06 UTC 2026","TestHealthCheckEndpoint","test_main","",""
"Test 400 when item_code is empty string.","3","test_get_stock_empty_item_code","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test working day detection for Sunday-Thursday workweek.","0","test_is_working_day","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestCalendarUtilities","test_calendar_workweek","",""
"Test: LATEST_ACCEPTABLE mode when promise <= desired_date (on time).","0","test_latest_acceptable_on_time","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test that zero stock is handled correctly.","1","test_zero_stock_handled","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Detect group warehouses correctly.","0","test_is_group_warehouse","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test health check when mock supply is enabled.","4","test_health_with_mock_supply_enabled","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestHealthEndpointMockSupply","test_endpoints","",""
"Test that ERPNext 404 maps to 404 response.","4","test_sales_order_details_returns_404_on_missing","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","","test_sales_order_details_endpoint","",""
"Test all query parameters are correctly passed to client.","5","test_query_params_mapping","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","","test_sales_orders_endpoint","",""
"Note: Caching behavior is tested in integration tests.","0","test_sales_orders_cache_documented","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestSalesOrdersEndpointCaching","test_endpoints","",""
"Test procurement suggestion handles ERPNext errors.","9","test_procurement_suggestion_erpnext_error","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestProcurementSuggestionErrorHandling","test_additional_coverage","",""
"Test generic Exception handling in apply_promise.","5","test_apply_promise_generic_exception","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test health check returns healthy when ERPNext is connected.","8","test_health_check_success_when_erpnext_connected","tests.unit","Sun Feb 08 12:00:06 UTC 2026","passed","Sun Feb 08 12:00:06 UTC 2026","TestHealthCheckEndpoint","test_main","",""
"Expand list with group warehouse.","0","test_expand_warehouse_list_with_group","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test: Item override has highest priority in hierarchy.","0","test_processing_lead_time_hierarchy_item_beats_all","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test procurement suggestion handles generic errors.","5","test_procurement_suggestion_generic_error","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestProcurementSuggestionErrorHandling","test_additional_coverage","",""
"Test that item codes are passed exactly as provided (case-sensitive).","4","test_get_stock_case_sensitive_item_code","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Reasons should mention weekend adjustment.","1","test_weekend_adjustment_reason_included","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestPromiseCalculationWithCalendar","test_calendar_workweek","",""
"Expand list and remove duplicates.","0","test_expand_warehouse_list_deduplicate","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test get_sales_order_list with various parameter combinations.","2","test_get_sales_order_list_with_parameters[None-None-None-2024-02-01-None-10-0]","tests.unit","Sun Feb 08 12:00:06 UTC 2026","passed","Sun Feb 08 12:00:06 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test: LATEST_ACCEPTABLE mode when promise > desired_date (late).","2","test_latest_acceptable_late","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test: Processing lead time applied to PO delivery dates.","0","test_processing_lead_time_with_po","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test basic endpoint format.","0","test_sales_orders_empty_list_format","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestSalesOrdersEndpointEmptyResults","test_endpoints","",""
"Test generic exception handling in get_sales_order_detail.","4","test_get_sales_order_detail_generic_exception","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test get_sales_order_list with various parameter combinations.","4","test_get_sales_order_list_with_parameters[None-None-None-None-None-50-100]","tests.unit","Sun Feb 08 12:00:06 UTC 2026","passed","Sun Feb 08 12:00:06 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test 422 when warehouse parameter is missing.","3","test_get_stock_missing_warehouse","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that item warehouse is used as fallback.","4","test_sales_order_details_uses_item_warehouse_fallback","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestSalesOrderDetailsEndpointDefaultsHandling","test_endpoints","",""
"Test that leading/trailing whitespace is handled correctly.","4","test_get_stock_whitespace_handling","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test 422 validation error response format.","4","test_422_validation_error_format","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestErrorResponseFormats","test_main","",""
"Test: When some items available and desired date missed → suggest split shipment.","0","test_split_shipment_option","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestPromiseService","test_promise_service","",""
"Test that schedule_date can be a date object and after_date filtering works.","2","test_handles_date_type_schedule_date","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test applying promise with custom comment text.","1","test_apply_promise_with_custom_comment_text","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestApplyServiceSuccessPath","test_apply_service","",""
"Test material request creation with empty items list.","1","test_empty_items_list_material_request","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestApplyServiceEdgeCases","test_apply_service","",""
"Test that None rules defaults to PromiseRules().","1","test_calculate_promise_with_none_rules","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestPromiseServiceEdgeCases","test_promise_service","",""
"Test that validation errors return 422.","4","test_apply_validation_error_returns_422","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestApplyEndpointErrorHandling","test_endpoints","",""
"Expand group warehouse with no children defined.","0","test_expand_group_no_children","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test custom warehouse classifications and finished goods/scrap.","0","test_custom_classifications","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Test: Weekend rules applied after processing lead time.","1","test_processing_lead_time_with_weekends","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test that non-404 ERPNext errors are mapped to 502.","4","test_non_404_error_mapped_to_502","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestERPNextErrorMapping","test_endpoints","",""
"Test response with zero stock values.","4","test_get_stock_zero_values","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test 404 error response format.","2","test_404_not_found_format","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestErrorResponseFormats","test_main","",""
"Test: NO_EARLY_DELIVERY mode delays promise to match desired date.","0","test_no_early_delivery_mode","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestPromiseService","test_promise_service","",""
"Test classification of different warehouse types.","0","test_warehouse_type_classifications","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Test that validation errors return 422 Unprocessable Entity.","80","test_promise_validation_error_returns_422","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestPromiseEndpointErrorHandling","test_endpoints","",""
"Test get_sales_order_list with various parameter combinations.","2","test_get_sales_order_list_with_parameters[None-Draft-None-None-None-10-0]","tests.unit","Sun Feb 08 12:00:06 UTC 2026","passed","Sun Feb 08 12:00:06 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test incoming supply with no POs.","1","test_get_incoming_supply_empty","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestStockServiceGetIncomingSupply","test_stock_service","",""
"Test _parse_stock_row with valid and invalid data.","1","test_parse_stock_rows_edge_cases","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestMockSupplyServiceParsing","test_mock_supply_service","",""
"Test bin details with wrapped data, empty response, and direct list.","7","test_bin_details_various_responses","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestERPNextClientBinDetails","test_erpnext_client","",""
"Test applying promise with different confidence levels.","3","test_apply_promise_with_all_confidence_levels","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestApplyServiceEdgeCases","test_apply_service","",""
"Test that docs endpoint is available.","2","test_docs_endpoint_available","tests.unit","Sun Feb 08 12:00:06 UTC 2026","passed","Sun Feb 08 12:00:06 UTC 2026","TestAppSetup","test_main","",""
"Test that ERPNext errors are handled.","1","test_get_available_stock_erpnext_error_handled","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestStockServiceGetAvailableStock","test_stock_service","",""
"Expand list without deduplication keeps duplicates.","0","test_expand_no_deduplicate","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test that endpoints return 422 for validation errors.","4","test_endpoint_validation_errors[/otp/procurement-suggest-request_data2-422-None]","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestRoutesErrorHandling","test_main","",""
"Test graceful handling when data file is missing.","0","test_missing_data_file","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestMockSupplyService","test_mock_supply_service","",""
"Test: Warehouse-specific processing lead time overrides default.","0","test_processing_lead_time_warehouse_override","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Stock in Goods In Transit should NOT be available immediately.","0","test_in_transit_stock_not_available_now","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Test handling of invalid JSON and ERPNext error responses.","9","test_handles_malformed_and_error_responses","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestERPNextClientMalformedResponses","test_erpnext_client","",""
"Test ERPNextClientError handling in apply_promise.","4","test_apply_promise_erpnext_error","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test adding a comment to a document.","2","test_add_comment_to_doc","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestERPNextClientComments","test_erpnext_client","",""
"Test custom warehouse hierarchy.","0","test_custom_hierarchy","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Filter warehouses by type.","0","test_filter_available_warehouses","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test that different warehouses make separate calls.","1","test_different_warehouses_separate_calls","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestStockServiceMultipleWarehouseScenarios","test_stock_service","",""
"Test material request creation with priority.","1","test_create_material_request_with_priority","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestApplyServiceCreateMaterialRequest","test_apply_service","",""
"Test that endpoint calls correct ERPNext Bin doctype.","4","test_get_stock_calls_correct_doctype","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test: Warehouse classified as NEEDS_PROCESSING adds extra day.","0","test_warehouse_needs_processing","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestPromiseService","test_promise_service","",""
"
    Test that GET /otp/sales-orders endpoint is registered and not 404.
    Verifies endpoint is properly exposed in FastAPI.
    ","5","test_sales_orders_endpoint_exists_and_not_404","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","","test_sales_orders_endpoint","",""
"Test get_controller branch with mock supply enabled.","0","test_get_controller_with_mock_supply","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test _parse_po_row with valid and invalid data.","1","test_parse_po_rows_edge_cases","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestMockSupplyServiceParsing","test_mock_supply_service","",""
"Promise date should never land on Friday or Saturday.","0","test_promise_date_never_weekend","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Test applying promise with comment only.","1","test_apply_promise_with_comment_only","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestApplyServiceSuccessPath","test_apply_service","",""
"Test: All items available in stock → HIGH confidence, immediate promise.","1","test_promise_all_from_stock","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestPromiseService","test_promise_service","",""
"Test ERPNext connection configuration exists.","0","test_settings_erpnext_connection_config","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test 405 method not allowed response format.","2","test_405_method_not_allowed_format","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestErrorResponseFormats","test_main","",""
"Test that available_qty is calculated as actual - reserved.","1","test_calculates_available_qty_correctly","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestStockServiceDataTransformation","test_stock_service","",""
"If today is Friday, base_date should be Sunday when no_weekends=True.","0","test_base_date_friday_moves_to_sunday","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestPromiseCalculationWithCalendar","test_calendar_workweek","",""
"Test 422 when item_code parameter is missing.","3","test_get_stock_missing_item_code","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that empty results are returned correctly.","4","test_empty_response","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","","test_sales_orders_endpoint","",""
"Test that ERPNext API credentials exist.","0","test_settings_api_key_required","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test: PO data access denied due to permissions → handles gracefully.","1","test_po_access_permission_denied","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestPromiseService","test_promise_service","",""
"Test that supply is filtered by after_date parameter.","1","test_filters_supply_by_after_date","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test that health check response has all required fields.","7","test_health_check_response_has_all_fields","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestHealthCheckResponseModel","test_main","",""
"Test response with negative available stock (over-reserved).","4","test_get_stock_negative_available","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that unsupported suggestion types return error.","0","test_create_unsupported_suggestion_type","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestApplyServiceCreateMaterialRequest","test_apply_service","",""
"Test that GROUP warehouse triggers warning in _build_item_plan.","29","test_group_warehouse_passed_to_build_item_plan","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestGroupWarehouseWarning","test_additional_coverage","",""
"Test that shutdown event handler is configured.","0","test_shutdown_event_configured","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestStartupShutdownEvents","test_main","",""
"Test: STRICT_FAIL mode when promise <= desired_date (succeeds).","0","test_strict_fail_on_time","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test _parse_po_row_from_row with enriched and standard columns.","1","test_parse_po_row_from_row_all_cases","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestMockSupplyServiceParsing","test_mock_supply_service","",""
"Test get_sales_order_list with various parameter combinations.","2","test_get_sales_order_list_with_parameters[CUST-001-None-None-None-None-10-0]","tests.unit","Sun Feb 08 12:00:06 UTC 2026","passed","Sun Feb 08 12:00:06 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test that POs without schedule_date are skipped.","1","test_skips_pos_without_schedule_date","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test that OTP router endpoints are accessible.","3","test_otp_router_included","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestRouterInclusion","test_main","",""
"Test applying promise with both comment and custom field.","2","test_apply_promise_with_both_actions","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestApplyServiceSuccessPath","test_apply_service","",""
"Test material request creation error handling.","1","test_create_material_request_handles_error","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestApplyServiceCreateMaterialRequest","test_apply_service","",""
"Test: NO_EARLY_DELIVERY mode when promise > desired_date (late, not adjusted).","1","test_no_early_delivery_promise_later","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test that error detail is included in development mode.","2","test_global_exception_handler_detail_in_development","tests.unit","Sun Feb 08 12:00:06 UTC 2026","passed","Sun Feb 08 12:00:06 UTC 2026","TestGlobalExceptionHandler","test_main","",""
"Test that settings values are consistent.","1","test_settings_immutable_behavior","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestGlobalSettingsInstance","test_config","",""
"Test that get_controller uses MockSupplyService when enabled.","2","test_get_controller_with_mock_supply_enabled","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestRoutesDependencyInjection","test_main","",""
"Test stock retrieval for same item in different warehouses.","9","test_get_stock_multiple_warehouses","tests.api","Sun Feb 08 12:00:12 UTC 2026","passed","Sun Feb 08 12:00:12 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test get_stock_balance with and without warehouse parameter.","4","test_get_stock_balance_with_and_without_warehouse","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestERPNextClientStockBalance","test_erpnext_client","",""
"Test availability reasons for all warehouse types.","0","test_warehouse_availability_reasons","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestWarehouseAvailabilityReasons","test_warehouse_handling","",""
"Test after_date filter and warehouse-specific queries.","1","test_date_filtering_and_warehouse_handling","tests.unit","Sun Feb 08 12:00:10 UTC 2026","passed","Sun Feb 08 12:00:10 UTC 2026","TestMockSupplyService","test_mock_supply_service","",""
"Test health check returns False on error.","2","test_health_check_failure_on_error","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestERPNextClientHealthCheck","test_erpnext_client","",""
"Test warehouse-related settings.","0","test_settings_warehouse_configuration","tests.unit","Sun Feb 08 12:00:03 UTC 2026","passed","Sun Feb 08 12:00:03 UTC 2026","TestSettingsConfiguration","test_config","",""
