"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test handling of very large quantities.","1","test_very_large_quantities","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test that deployment environment can be configured.","0","test_settings_deployment_environments","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test that startup event logs environment information.","2","test_startup_event_logs_environment","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStartupAndShutdownEvents","test_main","",""
"Test graceful handling when data file is missing.","1","test_missing_data_file","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestMockSupplyService","test_mock_supply_service","",""
"Test 422 when item_code parameter is missing.","3","test_get_stock_missing_item_code","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"PO arriving on Friday or Saturday should be adjusted to Sunday.","0","test_po_arrival_weekend_adjustment","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestIncomingSupplyWeekendAdjustment","test_calendar_workweek","",""
"Test: IN_TRANSIT warehouse stock is ignored.","0","test_warehouse_in_transit_ignored","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseService","test_promise_service","",""
"Test PO response transformation, empty list, and non-list response.","9","test_incoming_po_various_responses","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestERPNextClientPurchaseOrders","test_erpnext_client","",""
"Test adding working days in various scenarios.","0","test_add_working_days_scenarios","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestCalendarUtilities","test_calendar_workweek","",""
"Test: NO_EARLY_DELIVERY mode when promise < desired_date (adjust to desired).","1","test_no_early_delivery_promise_earlier","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test generic exception handling in get_sales_order_detail.","5","test_get_sales_order_detail_generic_exception","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test: Promise date changes when stock availability changes.","1","test_dynamic_recalculation_stock_change","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test health check returns healthy when ERPNext is connected.","9","test_health_check_success_when_erpnext_connected","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestHealthCheckEndpoint","test_main","",""
"Expand list and remove duplicates.","0","test_expand_warehouse_list_deduplicate","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test that ERPNext errors return 502 Bad Gateway, not 503.","5","test_erpnext_error_returns_502_not_503","tests.api","Sat Feb 07 16:08:27 UTC 2026","passed","Sat Feb 07 16:08:27 UTC 2026","","test_sales_orders_endpoint","",""
"Note: Caching behavior is tested in integration tests.","0","test_sales_orders_cache_documented","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestSalesOrdersEndpointCaching","test_endpoints","",""
"When no_weekends=False, Friday and Saturday should be allowed.","0","test_no_weekends_false_allows_friday_saturday","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestPromiseCalculationWithCalendar","test_calendar_workweek","",""
"Test validation on procurement suggest endpoint.","4","test_procurement_suggest_validation","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestProcurementSuggestEndpoint","test_endpoints","",""
"Test stock retrieval for same item in different warehouses.","8","test_get_stock_multiple_warehouses","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test: Weekend rules applied after processing lead time.","1","test_processing_lead_time_with_weekends","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test that OTP router endpoints are accessible.","3","test_otp_router_included","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestRouterInclusion","test_main","",""
"Test adding a comment to a document.","2","test_add_comment_to_doc","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestERPNextClientComments","test_erpnext_client","",""
"Test that /otp/sales-orders endpoint is registered.","2","test_sales_orders_endpoint_registered","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestEndpointRegistration","test_main","",""
"Test that settings values are consistent.","0","test_settings_immutable_behavior","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestGlobalSettingsInstance","test_config","",""
"Test response with negative available stock (over-reserved).","4","test_get_stock_negative_available","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test case-insensitive lookup and PO sorting.","0","test_case_insensitive_and_sorting","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestMockSupplyService","test_mock_supply_service","",""
"Test that set_warehouse is used for defaults.","4","test_sales_order_details_uses_set_warehouse","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestSalesOrderDetailsEndpointDefaultsHandling","test_endpoints","",""
"Test that leading/trailing whitespace is handled correctly.","4","test_get_stock_whitespace_handling","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test: PO expected date falls on weekend → adjusted to next working day.","0","test_po_falls_on_weekend_adjusted","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseService","test_promise_service","",""
"Test circuit breaker transitions to half-open and recovers.","1","test_circuit_breaker_half_open_recovery","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestCircuitBreakerHalfOpen","test_additional_coverage","",""
"Test that schedule_date can be a date object and after_date filtering works.","2","test_handles_date_type_schedule_date","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test: STRICT_FAIL mode when promise <= desired_date (succeeds).","0","test_strict_fail_on_time","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test that stock fetch failures are handled gracefully.","8","test_sales_order_details_stock_fetch_failure_handled","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestSalesOrderDetailsEndpointStockDataHandling","test_endpoints","",""
"Expand list with no groups returns same list.","0","test_expand_warehouse_list_no_groups","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test that all query filters are passed to ERPNext client.","8","test_sales_orders_with_all_filters","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestSalesOrderListFilters","test_endpoints","",""
"Test classification of different warehouse types.","0","test_warehouse_type_classifications","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Test that comment failure doesn't stop other actions.","1","test_comment_failure_continues_with_warning","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestApplyServiceErrorHandling","test_apply_service","",""
"Test that stock metrics are optional (backward compatibility).","4","test_sales_order_details_stock_metrics_are_optional","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","","test_sales_order_details_endpoint","",""
"Test with only actual_qty field present.","4","test_get_stock_only_actual_qty","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test: Partial from stock, rest from PO → MEDIUM confidence.","0","test_promise_partial_stock","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseService","test_promise_service","",""
"Test that permission errors are flagged with access_error.","0","test_get_incoming_supply_permission_error_handled","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStockServiceGetIncomingSupply","test_stock_service","",""
"Test: When no desired_date, on_time should be None.","1","test_no_desired_date_provided","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test that OTPController.create_procurement_suggestion properly delegates to apply_service.","1","test_create_procurement_suggestion_controller_method","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestOTPControllerIntegration","test_main","",""
"Stock in Stores should be available immediately.","0","test_sellable_warehouse_available_immediately","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Test warehouse-related settings.","0","test_settings_warehouse_configuration","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestSettingsConfiguration","test_config","",""
